Name,Category,Format & Duration,Instructions,Equipment Needed,Training Goals,Scaling Options,Movement Types,Target Stimulus,Score Type,Level,Environment,Coach Notes,Stimulus,Description,Estimated-Times,Estimated-Times-Human,Warmup,Coaching-Cues,Scaling-Tiers,Flavor-Text,WorkoutID,DifficultyTier,Instructions_Clean
Ski-row 100/100,Monostructural/cardio,For Time,"100m ski, 100m row. no rest. move quickly between machines.","Rower, Ski Erg","High-Rate Turnover, Transition Speed","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For Ski-row 100/100: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""50m Ski, 50m Row. No rest. Move quickly between machines. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""100m Ski, 100m Row. No rest. Move quickly between machines. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""100m Ski, 100m Row. No rest. Move quickly between machines. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""100m Ski, 100m Row. No rest. Move quickly between machines. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Ski-Row 100/100 - A for time - high intensity pacing challenge that demands focus and grit.,246,Beginner,"100m ski, 100m row. no rest. move quickly between machines."
Max Calorie 60s,Monostructural/cardio,For Time,60 seconds max calorie ski. rest 60 seconds. 60 seconds max calorie row. rest 60 seconds.,"Rower, Ski Erg","Peak Power Output, High-Intensity Bursts","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For Max Calorie 60s: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 210, ""Intermediate"": 294, ""Beginner"": 420}",3m 30s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""30 seconds Max Calorie Ski. Rest 30 seconds. 30 seconds Max Calorie Row. Rest 30 seconds. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""60 seconds Max Calorie Ski. Rest 60 seconds. 60 seconds Max Calorie Row. Rest 60 seconds. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""60 seconds Max Calorie Ski. Rest 60 seconds. 60 seconds Max Calorie Row. Rest 60 seconds. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""60 seconds Max Calorie Ski. Rest 60 seconds. 60 seconds Max Calorie Row. Rest 60 seconds. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Max Calorie 60s - Brutal but fair; pace wisely and prioritize technique.,247,Beginner,60 seconds max calorie ski. rest 60 seconds. 60 seconds max calorie row. rest 60 seconds.
The Power 300,Monostructural/cardio,For Time,"300m row (max effort), 15 burpees. rest 1:1 (rest duration equals your row time).",Rower,"Explosive Power, Recovery Speed","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Monostructural",General,Time,Intermediate,Gym,"For The Power 300: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""150m Row (Max Effort), 7 Burpees. Rest 1:1 (rest duration equals your Row time). - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""300m Row (Max Effort), 15 Burpees. Rest 1:1 (rest duration equals your Row time). - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""300m Row (Max Effort), 15 Burpees. Rest 1:1 (rest duration equals your Row time). - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""300m Row (Max Effort), 15 Burpees. Rest 1:1 (rest duration equals your Row time). - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",The Power 300 - Expect sharp efforts and quick transitions; small mistakes add up.,248,Beginner,"300m row (max effort), 15 burpees. rest 1:1 (rest duration equals your row time)."
Ski Sprint Complex,Monostructural/cardio,"10 Rounds, EMOM",200m ski. rest the remainder of the minute. for time,Ski Erg,"Consistent Pace, Anaerobic Power","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",General,General,Rounds/Load,Intermediate,Gym,"For Ski Sprint Complex: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",Interval Power / Strength-Endurance,No description available,"{""RX_rounds"": 15, ""Intermediate_rounds"": 12, ""Beginner_rounds"": 7, ""Minutes"": 12}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""100m Ski. Rest the remainder of the minute. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""200m Ski. Rest the remainder of the minute. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""200m Ski. Rest the remainder of the minute. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""200m Ski. Rest the remainder of the minute. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Ski Sprint Complex - Brutal but fair; pace wisely and prioritize technique.,249,Intermediate,200m ski. rest the remainder of the minute. complete the following for time
Rowing Ladder Up,Monostructural/cardio,For Time,"100m row, 200m row, 300m row, 400m row, 500m row. rest 45 seconds between distances.",Rower,"Speed Endurance, Pacing Progression","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For Rowing Ladder Up: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 390, ""Intermediate"": 546, ""Beginner"": 780}",6m 30s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""50m Row, 100m Row, 150m Row, 200m Row, 250m Row. Rest 22 seconds between distances. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""100m Row, 200m Row, 300m Row, 400m Row, 500m Row. Rest 45 seconds between distances. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""100m Row, 200m Row, 300m Row, 400m Row, 500m Row. Rest 45 seconds between distances. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""100m Row, 200m Row, 300m Row, 400m Row, 500m Row. Rest 45 seconds between distances. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Rowing Ladder Up - Expect sharp efforts and quick transitions; small mistakes add up.,250,Advanced,"100m row, 200m row, 300m row, 400m row, 500m row. rest 45 seconds between distances."
The Double 400,Monostructural/cardio,For Time,"400m ski, 10 Push-ups. rest 90 seconds. 400m row, 10 air squats. rest 90 seconds.","Rower, Ski Erg","Speed Consistency, Active Recovery","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Monostructural",General,Time,Intermediate,Gym,"For The Double 400: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,"5-10 min general cardio (row/jog/bike); Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""200m Ski, 5 Push-ups. Rest 45 seconds. 200m Row, 5 Air Squats. Rest 45 seconds. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""400m Ski, 10 Push-ups. Rest 90 seconds. 400m Row, 10 Air Squats. Rest 90 seconds. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""400m Ski, 10 Push-ups. Rest 90 seconds. 400m Row, 10 Air Squats. Rest 90 seconds. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""400m Ski, 10 Push-ups. Rest 90 seconds. 400m Row, 10 Air Squats. Rest 90 seconds. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",The Double 400 - Expect sharp efforts and quick transitions; small mistakes add up.,251,Intermediate,"400m ski, 10 push-ups. rest 90 seconds. 400m row, 10 air squats. rest 90 seconds."
Calorie Burn 4x,Monostructural/cardio,For Time,4 sets of 15/12 calorie ski. rest 30 seconds. 4 sets of 15/12 calorie row. rest 30 seconds.,"Rower, Ski Erg","Anaerobic Power, Machine Efficiency","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For Calorie Burn 4x: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 210, ""Intermediate"": 294, ""Beginner"": 420}",3m 30s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""2 sets of 7/6 Calorie Ski. Rest 15 seconds. 2 sets of 7/6 Calorie Row. Rest 15 seconds. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""4 sets of 15/12 Calorie Ski. Rest 30 seconds. 4 sets of 15/12 Calorie Row. Rest 30 seconds. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""4 sets of 15/12 Calorie Ski. Rest 30 seconds. 4 sets of 15/12 Calorie Row. Rest 30 seconds. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""4 sets of 15/12 Calorie Ski. Rest 30 seconds. 4 sets of 15/12 Calorie Row. Rest 30 seconds. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Calorie Burn 4x - Expect sharp efforts and quick transitions; small mistakes add up.,252,Beginner,4 sets of 15/12 calorie ski. rest 30 seconds. 4 sets of 15/12 calorie row. rest 30 seconds.
The 200/20,Monostructural/cardio,For Time,"200m row, 20 air squats.",Rower,"Fast Turnover, Leg Flush","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For The 200/20: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""100m Row, 10 Air Squats. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""200m Row, 20 Air Squats. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""200m Row, 20 Air Squats. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""200m Row, 20 Air Squats. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",The 200/20 - Expect sharp efforts and quick transitions; small mistakes add up.,253,Intermediate,"200m row, 20 air squats."
4K Row Challenge,Monostructural/cardio,For Time,"4000m row. every 1000m, perform 1 minute plank hold.",Rower,"Aerobic Stamina, Midline Stability","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For 4K Row Challenge: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""2000m Row. Every 500m, perform 1 minute Plank Hold. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""4000m Row. Every 1000m, perform 1 minute Plank Hold. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""4000m Row. Every 1000m, perform 1 minute Plank Hold. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""4000m Row. Every 1000m, perform 1 minute Plank Hold. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",4K Row Challenge - A for time - high intensity pacing challenge that demands focus and grit.,255,Beginner,"4000m row. every 1000m, perform 1 minute plank hold."
Mixed 6K,Monostructural/cardio,For Time,"3000m ski erg, 3000m row.","Rower, Ski Erg","Pacing, Equipment Transition","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"For Mixed 6K: Focus on consistent pacing, maintain proper form throughout, and scale appropriately to preserve workout stimulus. Break up reps strategically and prioritize breathing rhythm. See CrossFit.com for detailed guidance.",For Time - High Intensity Pacing,No description available,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""1500m Ski Erg, 1500m Row. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""3000m Ski Erg, 3000m Row. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""3000m Ski Erg, 3000m Row. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""3000m Ski Erg, 3000m Row. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Mixed 6K - A for time - high intensity pacing challenge that demands focus and grit.,256,Beginner,"3000m ski erg, 3000m row."
